hospital,drg_code,hospital_size,county,name,price
PeaceHealth St.Joseph Medical Center,77385,Large,Whatcom,"Radiation Oncology Radiation Therapy Delivery, Simple",3455
PeaceHealth St.Joseph Medical Center,77386,Large,Whatcom,"Radiation Oncology Radiation Therapy Delivery, Complex",3462
PeaceHealth St.Joseph Medical Center,77412,Large,Whatcom,Radiation Oncology Radiation Treatment Delivery 1 Mev >= Complex,1211
PeaceHealth St.Joseph Medical Center,62302,Large,Whatcom,X-Ray Of Upper Spinal Canal With Radiological Supervision And Interpretation,1705
PeaceHealth St.Joseph Medical Center,62304,Large,Whatcom,X-Ray Of Lower Spinal Canal With Radiological Supervision And Interpretation Lumbosacral,1887
PeaceHealth St.Joseph Medical Center,62305,Large,Whatcom,X-Ray Of Lower Spinal Canal With Radiological Supervision And Interpretation 2 Or More Regions,18617
PeaceHealth St.Joseph Medical Center,70360,Large,Whatcom,X-Ray Neck,363
PeaceHealth St.Joseph Medical Center,71045,Large,Whatcom,"X-Ray Of Chest, 1 View",339
PeaceHealth St.Joseph Medical Center,71046,Large,Whatcom,"X-Ray Of Chest, 2 Vies",368
PeaceHealth St.Joseph Medical Center,71100,Large,Whatcom,"X-Ray Ribs 1 Side, 2 Views",413
PeaceHealth St.Joseph Medical Center,71101,Large,Whatcom,"X-Ray Ribs 1 Side, 3 Or More Views",509
PeaceHealth St.Joseph Medical Center,72020,Large,Whatcom,"X-Ray Cervical Spine, 1 View",353
PeaceHealth St.Joseph Medical Center,72072,Large,Whatcom,"X-Ray Thoracic Spine, 3 Views",543
PeaceHealth St.Joseph Medical Center,72100,Large,Whatcom,"X-Ray Lumbosacral Spine, 2 To 3 Views",486
PeaceHealth St.Joseph Medical Center,72110,Large,Whatcom,"X-Ray Lumbosacral Spine, 4 Or More Views",590
PeaceHealth St.Joseph Medical Center,72170,Large,Whatcom,"X-Ray Pelvis, 1 To 2 Views",399
PeaceHealth St.Joseph Medical Center,73000,Large,Whatcom,X-Ray Collar Bone,381
PeaceHealth St.Joseph Medical Center,73030,Large,Whatcom,"X-Ray Shoulder, 2 Or More Views",454
PeaceHealth St.Joseph Medical Center,73060,Large,Whatcom,"X-Ray Upper Arm, 2 Views",403
PeaceHealth St.Joseph Medical Center,73070,Large,Whatcom,"X-Ray Elbow, 2 Views",368
PeaceHealth St.Joseph Medical Center,73080,Large,Whatcom,"X-Ray Elbow, 3 Or More Views",434
PeaceHealth St.Joseph Medical Center,73090,Large,Whatcom,"X-Ray Forearm, 2 Views",393
PeaceHealth St.Joseph Medical Center,73100,Large,Whatcom,"X-Ray Wrist, 2 Views",417
PeaceHealth St.Joseph Medical Center,73130,Large,Whatcom,"X-Ray Hand, 3 Or More Views",475
PeaceHealth St.Joseph Medical Center,73140,Large,Whatcom,"X-Ray Finger, 2 Or More Views",458
PeaceHealth St.Joseph Medical Center,73501,Large,Whatcom,"X-Ray Hip And Pelvis, 1 View",340
PeaceHealth St.Joseph Medical Center,73552,Large,Whatcom,"X-Ray Femur, 2 Or More Views",381
PeaceHealth St.Joseph Medical Center,73560,Large,Whatcom,X-Ray Knee 1 Or 2 Views,398
PeaceHealth St.Joseph Medical Center,73562,Large,Whatcom,X-Ray Knee 3 Views,474
PeaceHealth St.Joseph Medical Center,73590,Large,Whatcom,"X-Ray Lower Leg, 2 Views",426
PeaceHealth St.Joseph Medical Center,73600,Large,Whatcom,"X-Ray Ankle, 2 Views",383
PeaceHealth St.Joseph Medical Center,73610,Large,Whatcom,"X-Ray Ankle, 3 Or More Views",473
PeaceHealth St.Joseph Medical Center,73630,Large,Whatcom,"X-Ray Foot, 3 Or More Views",407
PeaceHealth St.Joseph Medical Center,73660,Large,Whatcom,"X-Ray Toes, 2 Or More Views",408
PeaceHealth St.Joseph Medical Center,74018,Large,Whatcom,"X-Ray Of Abdomen, 1 View",343
PeaceHealth St.Joseph Medical Center,74230,Large,Whatcom,X-Ray Throat And/Or Esophagus,1135
PeaceHealth St.Joseph Medical Center,75710,Large,Whatcom,"X-Ray Of Artery, 1 Side",9245
PeaceHealth St.Joseph Medical Center,76000,Large,Whatcom,"X-Ray Imaging Guidance For Procedure, Up To 1 Hour",807
PeaceHealth St.Joseph Medical Center,76098,Large,Whatcom,X-Ray Imaging Of Surgical Specimen,1741
PeaceHealth St.Joseph Medical Center,90832,Large,Whatcom,"Psychotherapy, 30 Minutes With Patient And/Or Family Member ",204
PeaceHealth St.Joseph Medical Center,90834,Large,Whatcom,"Psychotherapy, 45 Minutes With Patient And/Or Family Member ",268
PeaceHealth St.Joseph Medical Center,90837,Large,Whatcom,"Psychotherapy, 60 Minutes With Patient And/Or Family Member  ",396
PeaceHealth St.Joseph Medical Center,90846,Large,Whatcom,Family Psychotherapy With Out Patient,256
PeaceHealth St.Joseph Medical Center,90847,Large,Whatcom,Family Psychotherapy Including Patient,266
PeaceHealth St.Joseph Medical Center,99203,Large,Whatcom,"New Patient Office Or Other Outpatient Visit, Typically 30 Minutes",297
PeaceHealth St.Joseph Medical Center,99204,Large,Whatcom,"New Patient Office Or Other Outpatient Visit, Typically 45 Minutes",445
PeaceHealth St.Joseph Medical Center,99205,Large,Whatcom,"New Patient Office Or Other Outpatient Visit, Typically 60 Minutes",588
PeaceHealth St.Joseph Medical Center,99243,Large,Whatcom,"Patient Office Consultation, Typically 40 Minutes",316
PeaceHealth St.Joseph Medical Center,99244,Large,Whatcom,"Patient Office Consultation, Typically 60 Minutes",472
PeaceHealth St.Joseph Medical Center,99385,Large,Whatcom,Initial New Patient Preventive Medicine Evaluation Age 18-39 Years,349
PeaceHealth St.Joseph Medical Center,99386,Large,Whatcom,Initial New Patient Preventive Medicine Evaluation Age 40-64 Years,403
PeaceHealth Southwest Medical Center,216,Large,Clark,Cardiac Valve & Oth Maj Cardiothoracic Proc W Card Cath W Mcc,311042.58
PeaceHealth Southwest Medical Center,743,Large,Clark,Uterine & Adnexa Proc For Non-Malignancy W/O Cc/Mcc,31096.55
PeaceHealth Southwest Medical Center,470,Large,Clark,Major Hip And Knee Joint Replacement Or Reattachment Of Lower Extremity W/O Mcc,54816.41
PeaceHealth Southwest Medical Center,460,Large,Clark,Spinal Fusion Except Cervical W/O Mcc,103622.39
PeaceHealth Southwest Medical Center,473,Large,Clark,Cervical Spinal Fusion W/O Cc/Mcc,65672.15
PeaceHealth Southwest Medical Center,96125,Large,Clark,"Standardized Thought Processing Testing, Interpretation, And Report Per Hour",370
PeaceHealth Southwest Medical Center,93451,Large,Clark,Insertion Of Catheter For Diagnostic Evaluation Of Right Heart Structures,13926
PeaceHealth Southwest Medical Center,93452,Large,Clark,Insertion Of Catheter Into Left Heart For Diagnosis,12125
PeaceHealth Southwest Medical Center,93454,Large,Clark,"Insertion Of Catheter For Imaging Of Heart Blood Vessels Or Grafts, Coronary Only",17489
PeaceHealth Southwest Medical Center,93458,Large,Clark,Left Heart Cath With Coronary ,19631
PeaceHealth Southwest Medical Center,93459,Large,Clark,Left Heart Cath With Coronary & Grafts,20273
PeaceHealth Southwest Medical Center,93460,Large,Clark,Right And Left Heart Cath With Coronary,19631
PeaceHealth Southwest Medical Center,93798,Large,Clark,Cardiac Rehab Phase 2 With Continuous Ecg,399
PeaceHealth Southwest Medical Center,96402,Large,Clark,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath The Skin Or Into Muscle,319
PeaceHealth Southwest Medical Center,96413,Large,Clark,Infusion Of Chemotherapy Into A Vein Up To 1 Hour,1127
PeaceHealth Southwest Medical Center,96416,Large,Clark,Prolonged Chemotherapy Infusion Into A Vein By Portable Or Implanted Pump More Than 8,1142
PeaceHealth Southwest Medical Center,96523,Large,Clark,Irrigation Of Implanted Venous Access Drug Delivery Device,291
PeaceHealth Southwest Medical Center,96549,Large,Clark,Chemotherapy Procedure,153
PeaceHealth Southwest Medical Center,70450,Large,Clark,Ct Scan Head Or Brain Without Contrast,1548
PeaceHealth Southwest Medical Center,70470,Large,Clark,Ct Scan Head Or Brain Before And After Contrast,3359
PeaceHealth Southwest Medical Center,70480,Large,Clark,Ct Scan Of Cranial Cavity Without Contrast,1629
PeaceHealth Southwest Medical Center,70486,Large,Clark,Ct Scan Of Face Without Contrast,1629
PeaceHealth Southwest Medical Center,70490,Large,Clark,Ct Scan Of Neck Without Contrast,1629
PeaceHealth Southwest Medical Center,70491,Large,Clark,Ct Scan Of Neck With Contrast,2921
PeaceHealth Southwest Medical Center,70496,Large,Clark,Ct Scan Of Blood Vessels Of Head,2773
PeaceHealth Southwest Medical Center,70498,Large,Clark,Ct Scan Of Neck Blood Vessels,3359
PeaceHealth Southwest Medical Center,71250,Large,Clark,Ct Scan Chest Without Contrast,2036
PeaceHealth Southwest Medical Center,71260,Large,Clark,Ct Scan Chest With Contrast,2921
PeaceHealth Southwest Medical Center,71275,Large,Clark,Ct Scan Of Blood Vessels In Chest,2921
PeaceHealth Southwest Medical Center,72125,Large,Clark,Ct Scan Of Cervical Spine Without Contrast,1629
PeaceHealth Southwest Medical Center,72128,Large,Clark,Ct Scan Thoracic Spine Without Contrast,1629
PeaceHealth Southwest Medical Center,72131,Large,Clark,Ct Scan Of Lumbar Spine Without Contrast,1941
PeaceHealth Southwest Medical Center,72132,Large,Clark,Ct Scan Of Lumbar Spine With Contrast,5586
PeaceHealth Southwest Medical Center,72192,Large,Clark,Ct Scan Of Pelvis Without Contrast,1890
PeaceHealth Southwest Medical Center,72193,Large,Clark,Ct Scan Pelvis With Contrast,2358
PeaceHealth Southwest Medical Center,73200,Large,Clark,Ct Scan Of Arm Without Contrast,1629
PeaceHealth Southwest Medical Center,73700,Large,Clark,Ct Scan Leg Without Contrast,1629
PeaceHealth Southwest Medical Center,74150,Large,Clark,Ct Scan Abdomen Without Contrast,1873
PeaceHealth Southwest Medical Center,74160,Large,Clark,Ct Scan Abdomen With Contrast,2921
PeaceHealth Southwest Medical Center,74170,Large,Clark,Ct Scan Abdomen Before And After Contrast,2921
PeaceHealth Southwest Medical Center,74174,Large,Clark,Ct Scan Of Abdomen And Pelvis Blood Vessels,5586
PeaceHealth Southwest Medical Center,74175,Large,Clark,Ct Scan Of Abdominal Blood Vessels With Contrast,3359
PeaceHealth Southwest Medical Center,74176,Large,Clark,Ct Scan Of Abdomen And Pelvis Without Contrast,3338
PeaceHealth Southwest Medical Center,74177,Large,Clark,Ct Scan Of Abdomen And Pelvis With Contrast,5307
PeaceHealth Southwest Medical Center,74178,Large,Clark,Ct Scan Abdomen And Pelvis Before And After Contrast,6424
PeaceHealth Southwest Medical Center,74261,Large,Clark,Ct Scan Diagnostic Ct Scan Of Large Bowel,1629
PeaceHealth Southwest Medical Center,75572,Large,Clark,Ct Scan Of Heart Structure With Contrast,2921
PeaceHealth Southwest Medical Center,75574,Large,Clark,Ct Scan Of Heart Blood Vessels And Grafts With Contrast Dye,2921
PeaceHealth Southwest Medical Center,75635,Large,Clark,Ct Scan Of Abdominal Aorta And Both Leg Arteries With Contrast,3359
PeaceHealth Southwest Medical Center,76536,Large,Clark,Ultrasound Of Head And Neck,670
PeaceHealth Southwest Medical Center,76641,Large,Clark,"Ultrasound Of Breast, Complete",670
PeaceHealth Southwest Medical Center,76700,Large,Clark,"Ultrasound Abdomen, Complete",637
PeaceHealth Southwest Medical Center,76705,Large,Clark,"Ultrasound Abdomen, Limited Area",670
PeaceHealth Southwest Medical Center,76706,Large,Clark,Ultrasound Evaluation Of Abdominal Aorta To Detect Bulging (Aneurysm) ,501
PeaceHealth Southwest Medical Center,76770,Large,Clark,Ultrasound Behind Abdominal Cavity,764
PeaceHealth Southwest Medical Center,76801,Large,Clark,Ultrasound Of Pregnant Uterus,670
PeaceHealth Southwest Medical Center,76805,Large,Clark,"Ultrasound Pregnant Uterus, Greater Or Equal To 14 Weeks Gestation 1 Fetus",637
PeaceHealth Southwest Medical Center,76818,Large,Clark,Ultrasound And Monitoring Of Heart Of Fetus,829
PeaceHealth Southwest Medical Center,76819,Large,Clark,"Ultrasound Of Fetus, Biophysical Profile",670
PeaceHealth Southwest Medical Center,76830,Large,Clark,"Ultrasound Pelvis, Vaginal Approach",637
PeaceHealth Southwest Medical Center,76881,Large,Clark,"Ultrasound Of Leg Or Arm, Complete",670
PeaceHealth Southwest Medical Center,76981,Large,Clark,Elastography Ultrasound Of Organ Tissue,394
PeaceHealth Southwest Medical Center,93880,Large,Clark,Ultrasound Scanning Of Blood Flow (Outside The Brain) On Both Sides Of Head And Neck,1453
PeaceHealth Southwest Medical Center,93970,Large,Clark,Ultrasound Scan Of Veins Of Both Arms Or Legs Including Assessment Of Compression And Functional Maneuvers,1751
PeaceHealth Southwest Medical Center,93971,Large,Clark,Ultrasound Scan Of Veins Of One Arm Or Leg Or Limited Including Assessment Of Compression And Functional Maneuvers,1027
PeaceHealth Southwest Medical Center,93975,Large,Clark,"Ultrasound Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous Outflow",1602
PeaceHealth Southwest Medical Center,93976,Large,Clark,"Ultrasound Limited Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous",919
PeaceHealth Southwest Medical Center,92960,Large,Clark,Electric Cardioversion External,1790
PeaceHealth Southwest Medical Center,93005,Large,Clark,"Routine Electrocardiogram (Ekg) With Tracing, Using At Least 12 Leads",347
PeaceHealth Southwest Medical Center,93017,Large,Clark,Cardiovascular Stress Test Monitoring With Intrepretation And Report,1084
PeaceHealth Southwest Medical Center,93306,Large,Clark,"Ultrasound Examination Of Heart Including Color-Depicted Blood Flow Rate, Direction, And Valve Function",2263
PeaceHealth Southwest Medical Center,93308,Large,Clark,Follow-Up Or Limited Ultrasound Examination Of Heart,1116
PeaceHealth Southwest Medical Center,93312,Large,Clark,Insertion Of Probe In Esophagus For Heart Ultrasound Examination Including Interpretation,2765
PeaceHealth Southwest Medical Center,95816,Large,Clark,Measurement Of Brain Wave (Eeg) Activity Greater Than 1 Hour,1098
PeaceHealth Southwest Medical Center,33208,Large,Clark,Insertion Of Permanent Pacemaker,35526
PeaceHealth Southwest Medical Center,33228,Large,Clark,Removal/Replacement Of Lead Pacemaker,35526
PeaceHealth Southwest Medical Center,33249,Large,Clark,Insertion Or Replacement Pacing Device,116806
PeaceHealth Southwest Medical Center,33263,Large,Clark,"Removal And Replacement Of Defibrillator Pulse Generator, Dual Lead",84014
PeaceHealth Southwest Medical Center,33264,Large,Clark,"Removal And Replacement Of Defibrillator Pulse Generator, Multi Lead",120419
PeaceHealth Southwest Medical Center,93620,Large,Clark,"Insertion Of Catheters For Recording, Pacing, And Attempted Induction Of Abnormal Rhythm In Right Upper And Lower Heart",17998
PeaceHealth Southwest Medical Center,93650,Large,Clark,Insertion Of Catheters For Creation Of Complete Heart Block,17998
PeaceHealth Southwest Medical Center,93653,Large,Clark,Evaluation And Insertion Of Catheters For Creation Of Complete Heart Block,59615
PeaceHealth Southwest Medical Center,93654,Large,Clark,"Evaluation And Insertion Of Catheters For Recording, Pacing, And Attempted Induction Of Heart Rhythm",59615
PeaceHealth Southwest Medical Center,93656,Large,Clark,"Evaluation And Insertion Of Catheters For Recording, Pacing, And Treatment Of Abnormal Heart Rhythm",59615
PeaceHealth Southwest Medical Center,90471,Large,Clark,"Administration Of Vaccine , Initial",152
PeaceHealth Southwest Medical Center,96360,Large,Clark,Hydration Infusion Into A Vein 31 Minutes To 1 Hour,620
PeaceHealth Southwest Medical Center,96361,Large,Clark,Hydration Infusion Into A Vein,200
PeaceHealth Southwest Medical Center,96365,Large,Clark,"Infusion Into A Vein For Therapy, Prevention, Or Diagnosis Up To 1 Hour",651
PeaceHealth Southwest Medical Center,96372,Large,Clark,"Injection Beneath The Skin Or Into Muscle For Therapy, Diagnosis, Or Prevention",159
PeaceHealth Southwest Medical Center,96374,Large,Clark,"Injection Of Drug Or Substance Into A Vein For Therapy, Diagnosis, Or Prevention",477
PeaceHealth Southwest Medical Center,96377,Large,Clark,Application Of On-Body Injector For Injection Under Skin,148
PeaceHealth Southwest Medical Center,70543,Large,Clark,"Mri Scan Bones Of The Eye, Face, And/Or Neck Before And After Contrast",4466
PeaceHealth Southwest Medical Center,70549,Large,Clark,Mri Scan Of Neck Blood Vessels Before And After Contrast,5561
PeaceHealth Southwest Medical Center,70551,Large,Clark,Mri Scan Brain Withoug Contrast,2890
PeaceHealth Southwest Medical Center,70553,Large,Clark,Mri Scan Brain Without And Then With Contrasst,5283
PeaceHealth Southwest Medical Center,72141,Large,Clark,Mri Scan Cervical Spine Without Contrast,2890
PeaceHealth Southwest Medical Center,72146,Large,Clark,Mri Scan Thoracic Spine Without Contrast,2890
PeaceHealth Southwest Medical Center,72148,Large,Clark,Mri Scan Lumbar Spine Without Contrast,2746
PeaceHealth Southwest Medical Center,72156,Large,Clark,Mri Scan Of Cervical Spine Before And After Contrast,5561
PeaceHealth Southwest Medical Center,72157,Large,Clark,Mri Scan Of Thoracic Spine Before And After Contrast,5561
PeaceHealth Southwest Medical Center,72158,Large,Clark,Mri Scan Of Lumbar Spine Before And After Contrast,5561
PeaceHealth Southwest Medical Center,72195,Large,Clark,Mri Scan Of Pelvis Without Contrast,2890
PeaceHealth Southwest Medical Center,72197,Large,Clark,Mri Scan Of Pelvis Before And After Contrast,5561
PeaceHealth Southwest Medical Center,73221,Large,Clark,Mri Scan Arm Joint Without Contrast,2890
PeaceHealth Southwest Medical Center,73718,Large,Clark,Mri Scan Of Leg Without Contrast,2890
PeaceHealth Southwest Medical Center,73721,Large,Clark,Mri Scan Of Leg Joint Without Contrast,2746
PeaceHealth Southwest Medical Center,74181,Large,Clark,Mri Scan Of Abdomen Without Contrast,2890
PeaceHealth Southwest Medical Center,74183,Large,Clark,Mri Scan Of Abdomen Before And After Contrast,5561
PeaceHealth Southwest Medical Center,75561,Large,Clark,Mri Of Heart Before And After Contrast,4836
PeaceHealth Southwest Medical Center,77065,Large,Clark,Diagnostic Mammography Of One Breasts With Computer Aided Detection,616
PeaceHealth Southwest Medical Center,77066,Large,Clark,Diagnostic Mammography Of Both Breasts With Computer Aided Detection,788
PeaceHealth Southwest Medical Center,77067,Large,Clark,Screening Mammography Of Both Breasts With Computer Aided Detection,651
PeaceHealth Southwest Medical Center,59025,Large,Clark,Fetal Non-Stress Test,594
PeaceHealth Southwest Medical Center,93922,Large,Clark,Ultrasound Study Of Arteries Of Both Arms And Legs,638
PeaceHealth Southwest Medical Center,78226,Large,Clark,"Nuclear Imaging Of Liver And Bile Duct System, Without Pharmaceutical",1595
PeaceHealth Southwest Medical Center,78264,Large,Clark,Nuclear Imaging Stomach Emptying Study,1765
PeaceHealth Southwest Medical Center,78306,Large,Clark,Nuclear Imaging Bone And/Or Joint Imaging; Whole Body,1896
PeaceHealth Southwest Medical Center,78452,Large,Clark,Nuclear Imaging Study Of Heart Vessles With Drugs Or Exercise,5165
PeaceHealth Southwest Medical Center,36430,Large,Clark,Lab Blood Transfusion,2262
PeaceHealth Southwest Medical Center,36591,Large,Clark,Lab Blood Draw Cvc / Vad,778
PeaceHealth Southwest Medical Center,36592,Large,Clark,Lab Blood Collection From Established Picc,778
PeaceHealth Southwest Medical Center,80048,Large,Clark,"Lab Blood Test, Total Calcium",109
PeaceHealth Southwest Medical Center,80053,Large,Clark,"Lab Blood Test, Comprehensive Metabolic Panel",142
PeaceHealth Southwest Medical Center,80061,Large,Clark,Lab Blood Test Lipid,260
PeaceHealth Southwest Medical Center,80069,Large,Clark,Lab Blood Test Kidney Function,105
PeaceHealth Southwest Medical Center,80076,Large,Clark,Lab Blood Test Liver Function,84
PeaceHealth Southwest Medical Center,81001,Large,Clark,Lab Automated Urinalysis Test With Examination Using Microscope,54
PeaceHealth Southwest Medical Center,81002,Large,Clark,"Lab Urinalysis, Manual Test",28
PeaceHealth Southwest Medical Center,81003,Large,Clark,Lab Automated Urinalysis Test Without Microspcope,51
PeaceHealth Southwest Medical Center,81025,Large,Clark,Lab Urine Pregnancy Test,88
PeaceHealth Southwest Medical Center,81241,Large,Clark,Lab Gene Analysis (Coagulation Factor V) Leiden Variant,346
PeaceHealth Southwest Medical Center,82105,Large,Clark,"Lab Alpha-Fetoprotein (Afp) Level, Serum",292
PeaceHealth Southwest Medical Center,82378,Large,Clark,Lab Carcinoembryonic Antigen (Cea) Protein Level,235
PeaceHealth Southwest Medical Center,82565,Large,Clark,Lab Blood Creatinine Level,55
PeaceHealth Southwest Medical Center,82607,Large,Clark,Lab Cyanocobalamin (Vitamin B-12) Level,303
PeaceHealth Southwest Medical Center,82728,Large,Clark,Lab Ferritin (Blood Protein) Level,204
PeaceHealth Southwest Medical Center,82803,Large,Clark,Lab Blood Gases Measurement,183
PeaceHealth Southwest Medical Center,83880,Large,Clark,Lab Natriuretic Peptide (Heart And Blood Vessel Protein) Level,448
PeaceHealth Southwest Medical Center,84153,Large,Clark,"Lab Prostate Specific Antigen Measurement, Total",248
PeaceHealth Southwest Medical Center,84154,Large,Clark,"Lab Prostate Specific Antigen Measurement, Free",140
PeaceHealth Southwest Medical Center,84165,Large,Clark,"Lab Protein Measurement, Serum",188
PeaceHealth Southwest Medical Center,84443,Large,Clark,"Lab Blood Test, Thyroid Stimulating Hormone (Tsh)",240
PeaceHealth Southwest Medical Center,84702,Large,Clark,"Lab Gonadotropin, Chorionic (Reproductive Hormone) Level",261
PeaceHealth Southwest Medical Center,85018,Large,Clark,Lab Hemoglobin Measurement,39
PeaceHealth Southwest Medical Center,85025,Large,Clark,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test With Wbc Diff",99
PeaceHealth Southwest Medical Center,85027,Large,Clark,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test",80
PeaceHealth Southwest Medical Center,85379,Large,Clark,Lab D-Dimer Quant,177
PeaceHealth Southwest Medical Center,85576,Large,Clark,"Lab Platelet,Aggregation,Each Agent",345
PeaceHealth Southwest Medical Center,85610,Large,Clark,Lab Prothrombin Time,85
PeaceHealth Southwest Medical Center,85730,Large,Clark,"Lab Thromboplastin Time, Partial (Ptt), Plasma Or Whole Bld",100
PeaceHealth Southwest Medical Center,86146,Large,Clark,Lab Beta 2 Glycoprotein 1 Antibody (Autoantibody) Measurement,351
PeaceHealth Southwest Medical Center,86304,Large,Clark,Lab Immunologic Analysis For Detection Of Tumor Antigen Ca 125,327
PeaceHealth Southwest Medical Center,86870,Large,Clark,Lab Identification Of Red Blood Cell Antibodies,699
PeaceHealth Southwest Medical Center,86900,Large,Clark,Lab Blood Group Typing (Abo),280
PeaceHealth Southwest Medical Center,87502,Large,Clark,Lab Detection Test For Multiple Types Influenza Virus,1203
PeaceHealth Southwest Medical Center,88184,Large,Clark,"Lab Flow Cytometry Technique For Dna Or Cell Analysis, Tc 1 Marker",699
PeaceHealth Southwest Medical Center,88307,Large,Clark,"Lab Pathology Examination Of Tissue Using A Microscope, Moderately High Complexity",699
PeaceHealth Southwest Medical Center,88309,Large,Clark,"Lab Pathology Examination Of Tissue Using A Microscope, High Complexity",1424
PeaceHealth Southwest Medical Center,99195,Large,Clark,Lab Therapeutic Drawing of blood for a medical problem,381
PeaceHealth Southwest Medical Center,78815,Large,Clark,"Nuclear Imaging Pet Study With Ct Imaging, Skull Base To Mid-Thigh",6014
PeaceHealth Southwest Medical Center,78816,Large,Clark,"Nuclear Imaging Pet Study With Ct Imaging, Whole Body",7024
PeaceHealth Southwest Medical Center,92507,Large,Clark,"Treatment Of Speech, Language, Voice, Communication, And/Or Hearing Processing",319
PeaceHealth Southwest Medical Center,92522,Large,Clark,Evaluation Of Speech Sound Production,416
PeaceHealth Southwest Medical Center,92523,Large,Clark,Evaluation Of Speech Sound Production With Evaluation Of Language Comprehension,509
PeaceHealth Southwest Medical Center,92524,Large,Clark,Behavioral And Qualitative Analysis Of Voice And Resonance,484
PeaceHealth Southwest Medical Center,92526,Large,Clark,Treatment Of Swallowing And/Or Oral Feeding Function,489
PeaceHealth Southwest Medical Center,92610,Large,Clark,Evaluation Of Swallowing Function,684
PeaceHealth Southwest Medical Center,92611,Large,Clark,Fluoroscopic And Video Recorded Motion Evaluation Of Swallowing Function,963
PeaceHealth Southwest Medical Center,97110,Large,Clark,"Therapeutic Exercise To Develop Strength, Endurance, Range Of Motion, And Flexibility,",143
PeaceHealth Southwest Medical Center,97112,Large,Clark,"Therapeutic Procedure To Re-Educate Brain-To-Nerve-To-Muscle Function, Each 15 Minutes",158
PeaceHealth Southwest Medical Center,97113,Large,Clark,"Water Pool Therapy With Therapeutic Exercises To 1 Or More Areas, Each 15 Minutes",170
PeaceHealth Southwest Medical Center,97140,Large,Clark,"Manual (Physical) Therapy Techniques To 1 Or More Regions, Each 15 Minutes",140
PeaceHealth Southwest Medical Center,97161,Large,Clark,Physical Therapy Evaluation Typically 20 Minutes,367
PeaceHealth Southwest Medical Center,97162,Large,Clark,Physical Therapy Evaluation Typically 30 Minutes,377
PeaceHealth Southwest Medical Center,97163,Large,Clark,Physical Therapy Evaluation Typically 45 Minutes,437
PeaceHealth Southwest Medical Center,97166,Large,Clark,"Evaluation Of Occupational Therapy, Typically 30 Minutes",409
PeaceHealth Southwest Medical Center,97167,Large,Clark,"Evaluation Of Occupational Therapy, Typically 60 Minutes",438
PeaceHealth Southwest Medical Center,97530,Large,Clark,"Therapeutic Activities To Improve Function, With One-On-One Contact Between Patient And Provider, Each 15 Minutes",162
PeaceHealth Southwest Medical Center,97597,Large,Clark,"Removal Of Tissue From Wound, Up To 20 Square Centimeters",650
PeaceHealth Southwest Medical Center,97605,Large,Clark,"Wound Therapy Negative Pressure Therapy, 50 Square Centimeters Or Less",728
PeaceHealth Southwest Medical Center,97750,Large,Clark,"Assistive Technology Assessment To Enhance Functional Performance, Each 15 Minutes",315
PeaceHealth Southwest Medical Center,97760,Large,Clark,"Evaluation Of Orthotic Or Prosthetic Use, Each 15 Minutes",237
PeaceHealth Southwest Medical Center,33270,Large,Clark,Insertion Or Replacement Of Defibrillator With Electrode,116806
PeaceHealth Southwest Medical Center,33285,Large,Clark,Insertion Of Heart Rhythm Monitor Under Skin,28505
PeaceHealth Southwest Medical Center,36558,Large,Clark,Insertion Tunneled Central Venous Catheter Without Port Or Pump,12030
PeaceHealth Southwest Medical Center,36561,Large,Clark,Insertion Tunneled Central Venous Catheter With Port Or Pump,12030
PeaceHealth Southwest Medical Center,36590,Large,Clark,Removal Tunneled Central Venous Catheter With Port Or Pump,4229
PeaceHealth Southwest Medical Center,37221,Large,Clark,"Insertion Of Stents In Artery In One Side Of Groin, Endovascular, Accessed Through The Skin Or Open Procedure ",46432
PeaceHealth Southwest Medical Center,92950,Large,Clark,Attempt To Restart Heart And Lungs (Cpr),983
PeaceHealth Southwest Medical Center,93580,Large,Clark,"Transcatheter Based Closure Of Congenital Heart Defect With Implant, Accessed Through The Skin",59829
PeaceHealth Southwest Medical Center,49083,Large,Clark,"Drainage Of Fluid From Abdominal Cavity, With Imaging Guidance",5715
PeaceHealth Southwest Medical Center,19081,Large,Clark,"Biopsy Breast, With Stereo Guidance, First Sample",5041
PeaceHealth Southwest Medical Center,19083,Large,Clark,"Biopsy Breast, With Ultrasound Guidance, First Sample",5041
PeaceHealth Southwest Medical Center,38220,Large,Clark,Bone Marrow Aspiration,5041
PeaceHealth Southwest Medical Center,38221,Large,Clark,Needle Or Trocar Bone Marrow Biopsy,7570
PeaceHealth Southwest Medical Center,38792,Large,Clark,Injection Of Radioactive Dye For X-Ray Identification Of Lymph Node,1780
PeaceHealth Southwest Medical Center,15271,Large,Clark,"Application Of Skin Substitute (Wound Surface Up To 100 Sq Cm) To Trunk, Arms, Or Legs (First 25 Sq Cm Or Less) ",7553
