hospital,county,hospital_size,drg_code,name,price
Fairfax Behaviroal Heath Everett,Snohomish,,146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",12488.0
Fairfax Behaviroal Heath Everett,Snohomish,,147,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC",8035.0
Fairfax Behaviroal Heath Everett,Snohomish,,148,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",4924.0
Fairfax Behaviroal Heath Everett,Snohomish,,149,DYSEQUILIBRIUM,4730.0
Fairfax Behaviroal Heath Everett,Snohomish,,150,EPISTAXIS W MCC,8363.0
Fairfax Behaviroal Heath Everett,Snohomish,,151,EPISTAXIS W/O MCC,4527.0
Fairfax Behaviroal Heath Everett,Snohomish,,152,OTITIS MEDIA & URI W MCC,6728.0
Fairfax Behaviroal Heath Everett,Snohomish,,153,OTITIS MEDIA & URI W/O MCC,4574.0
Fairfax Behaviroal Heath Everett,Snohomish,,154,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",9305.0
Fairfax Behaviroal Heath Everett,Snohomish,,155,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC",5835.0
Fairfax Behaviroal Heath Everett,Snohomish,,156,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC",4238.0
Fairfax Behaviroal Heath Everett,Snohomish,,157,DENTAL & ORAL DISEASES W MCC,10120.0
Fairfax Behaviroal Heath Everett,Snohomish,,158,DENTAL & ORAL DISEASES W CC,5611.0
Fairfax Behaviroal Heath Everett,Snohomish,,159,DENTAL & ORAL DISEASES W/O CC/MCC,4357.0
Fairfax Behaviroal Heath Everett,Snohomish,,163,MAJOR CHEST PROCEDURES W MCC,31559.0
Fairfax Behaviroal Heath Everett,Snohomish,,164,MAJOR CHEST PROCEDURES W CC,16393.0
Fairfax Behaviroal Heath Everett,Snohomish,,165,MAJOR CHEST PROCEDURES W/O CC/MCC,11974.0
Fairfax Behaviroal Heath Everett,Snohomish,,166,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,24157.0
Fairfax Behaviroal Heath Everett,Snohomish,,167,OTHER RESP SYSTEM O.R. PROCEDURES W CC,12396.0
Fairfax Behaviroal Heath Everett,Snohomish,,168,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,8591.0
Fairfax Behaviroal Heath Everett,Snohomish,,175,PULMONARY EMBOLISM W MCC OR ACUTE COR PULMONALE,9353.0
Fairfax Behaviroal Heath Everett,Snohomish,,176,PULMONARY EMBOLISM W/O MCC,5494.0
Fairfax Behaviroal Heath Everett,Snohomish,,177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12246.0
Fairfax Behaviroal Heath Everett,Snohomish,,178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8051.0
Fairfax Behaviroal Heath Everett,Snohomish,,179,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,5608.0
Fairfax Behaviroal Heath Everett,Snohomish,,180,RESPIRATORY NEOPLASMS W MCC,11169.0
Fairfax Behaviroal Heath Everett,Snohomish,,181,RESPIRATORY NEOPLASMS W CC,7460.0
Fairfax Behaviroal Heath Everett,Snohomish,,182,RESPIRATORY NEOPLASMS W/O CC/MCC,5457.0
Fairfax Behaviroal Heath Everett,Snohomish,,183,MAJOR CHEST TRAUMA W MCC,9773.0
Fairfax Behaviroal Heath Everett,Snohomish,,184,MAJOR CHEST TRAUMA W CC,6593.0
Fairfax Behaviroal Heath Everett,Snohomish,,185,MAJOR CHEST TRAUMA W/O CC/MCC,4753.0
Fairfax Behaviroal Heath Everett,Snohomish,,186,PLEURAL EFFUSION W MCC,9991.0
Fairfax Behaviroal Heath Everett,Snohomish,,187,PLEURAL EFFUSION W CC,6656.0
Fairfax Behaviroal Heath Everett,Snohomish,,188,PLEURAL EFFUSION W/O CC/MCC,4733.0
Fairfax Behaviroal Heath Everett,Snohomish,,189,PULMONARY EDEMA & RESPIRATORY FAILURE,7872.0
Fairfax Behaviroal Heath Everett,Snohomish,,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,7408.0
Fairfax Behaviroal Heath Everett,Snohomish,,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,5781.0
Fairfax Behaviroal Heath Everett,Snohomish,,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,4592.0
Fairfax Behaviroal Heath Everett,Snohomish,,193,SIMPLE PNEUMONIA & PLEURISY W MCC,8635.0
Fairfax Behaviroal Heath Everett,Snohomish,,194,SIMPLE PNEUMONIA & PLEURISY W CC,5754.0
Fairfax Behaviroal Heath Everett,Snohomish,,195,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,4417.0
Fairfax Behaviroal Heath Everett,Snohomish,,196,INTERSTITIAL LUNG DISEASE W MCC,10849.0
Fairfax Behaviroal Heath Everett,Snohomish,,197,INTERSTITIAL LUNG DISEASE W CC,6615.0
Fairfax Behaviroal Heath Everett,Snohomish,,198,INTERSTITIAL LUNG DISEASE W/O CC/MCC,4889.0
Fairfax Behaviroal Heath Everett,Snohomish,,199,PNEUMOTHORAX W MCC,11617.0
Fairfax Behaviroal Heath Everett,Snohomish,,200,PNEUMOTHORAX W CC,7007.0
Fairfax Behaviroal Heath Everett,Snohomish,,201,PNEUMOTHORAX W/O CC/MCC,4649.0
Fairfax Behaviroal Heath Everett,Snohomish,,202,BRONCHITIS & ASTHMA W CC/MCC,6139.0
Fairfax Behaviroal Heath Everett,Snohomish,,203,BRONCHITIS & ASTHMA W/O CC/MCC,4493.0
Fairfax Behaviroal Heath Everett,Snohomish,,204,RESPIRATORY SIGNS & SYMPTOMS,5261.0
Fairfax Behaviroal Heath Everett,Snohomish,,205,OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,10582.0
Fairfax Behaviroal Heath Everett,Snohomish,,206,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,5650.0
Fairfax Behaviroal Heath Everett,Snohomish,,207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,37140.0
Fairfax Behaviroal Heath Everett,Snohomish,,208,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,16085.0
Fairfax Behaviroal Heath Everett,Snohomish,,215,OTHER HEART ASSIST SYSTEM IMPLANT,83441.0
Fairfax Behaviroal Heath Everett,Snohomish,,216,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,65028.0
Fairfax Behaviroal Heath Everett,Snohomish,,217,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,43071.0
Fairfax Behaviroal Heath Everett,Snohomish,,219,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,50767.0
Fairfax Behaviroal Heath Everett,Snohomish,,220,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,34357.0
Fairfax Behaviroal Heath Everett,Snohomish,,221,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,29762.0
Fairfax Behaviroal Heath Everett,Snohomish,,222,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,54034.0
Fairfax Behaviroal Heath Everett,Snohomish,,223,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,38871.0
Fairfax Behaviroal Heath Everett,Snohomish,,224,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,47893.0
Fairfax Behaviroal Heath Everett,Snohomish,,225,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,36578.0
Fairfax Behaviroal Heath Everett,Snohomish,,226,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,43305.0
Fairfax Behaviroal Heath Everett,Snohomish,,227,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,33861.0
Fairfax Behaviroal Heath Everett,Snohomish,,228,OTHER CARDIOTHORACIC PROCEDURES W MCC,40706.0
Fairfax Behaviroal Heath Everett,Snohomish,,229,OTHER CARDIOTHORACIC PROCEDURES W/O MCC,26580.0
Fairfax Behaviroal Heath Everett,Snohomish,,231,CORONARY BYPASS W PTCA W MCC,53172.0
Fairfax Behaviroal Heath Everett,Snohomish,,232,CORONARY BYPASS W PTCA W/O MCC,38764.0
Fairfax Behaviroal Heath Everett,Snohomish,,233,CORONARY BYPASS W CARDIAC CATH W MCC,50306.0
Fairfax Behaviroal Heath Everett,Snohomish,,234,CORONARY BYPASS W CARDIAC CATH W/O MCC,33712.0
Fairfax Behaviroal Heath Everett,Snohomish,,235,CORONARY BYPASS W/O CARDIAC CATH W MCC,38105.0
Fairfax Behaviroal Heath Everett,Snohomish,,236,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,26090.0
Fairfax Behaviroal Heath Everett,Snohomish,,239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,30238.0
Fairfax Behaviroal Heath Everett,Snohomish,,240,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,17872.0
Fairfax Behaviroal Heath Everett,Snohomish,,242,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,24030.0
Fairfax Behaviroal Heath Everett,Snohomish,,243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,16379.0
Fairfax Behaviroal Heath Everett,Snohomish,,244,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,13439.0
Fairfax Behaviroal Heath Everett,Snohomish,,245,AICD GENERATOR PROCEDURES,33722.0
Fairfax Behaviroal Heath Everett,Snohomish,,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,20545.0
Fairfax Behaviroal Heath Everett,Snohomish,,247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,13175.0
Fairfax Behaviroal Heath Everett,Snohomish,,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W NON-DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,20051.0
Fairfax Behaviroal Heath Everett,Snohomish,,249,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12411.0
Fairfax Behaviroal Heath Everett,Snohomish,,250,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,16513.0
Fairfax Behaviroal Heath Everett,Snohomish,,251,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,10898.0
Fairfax Behaviroal Heath Everett,Snohomish,,252,OTHER VASCULAR PROCEDURES W MCC,21242.0
Fairfax Behaviroal Heath Everett,Snohomish,,253,OTHER VASCULAR PROCEDURES W CC,16879.0
Fairfax Behaviroal Heath Everett,Snohomish,,254,OTHER VASCULAR PROCEDURES W/O CC/MCC,11786.0
Fairfax Behaviroal Heath Everett,Snohomish,,255,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,17157.0
Fairfax Behaviroal Heath Everett,Snohomish,,256,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,11115.0
Fairfax Behaviroal Heath Everett,Snohomish,,260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,23956.0
Fairfax Behaviroal Heath Everett,Snohomish,,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,12617.0
Fairfax Behaviroal Heath Everett,Snohomish,,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,10863.0
Fairfax Behaviroal Heath Everett,Snohomish,,263,VEIN LIGATION & STRIPPING,15276.0
Fairfax Behaviroal Heath Everett,Snohomish,,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,20967.0
Fairfax Behaviroal Heath Everett,Snohomish,,265,AICD LEAD PROCEDURES,20211.0
Fairfax Behaviroal Heath Everett,Snohomish,,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT & SUPPLEMENT PROCEDURES W MCC,46113.0
Fairfax Behaviroal Heath Everett,Snohomish,,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT & SUPPLEMENT PROCEDURES W/O MCC,36751.0
Fairfax Behaviroal Heath Everett,Snohomish,,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,43919.0
Fairfax Behaviroal Heath Everett,Snohomish,,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,27626.0
Fairfax Behaviroal Heath Everett,Snohomish,,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,33090.0
Fairfax Behaviroal Heath Everett,Snohomish,,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,22974.0
Fairfax Behaviroal Heath Everett,Snohomish,,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,16844.0
Fairfax Behaviroal Heath Everett,Snohomish,,273,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,24025.0
Fairfax Behaviroal Heath Everett,Snohomish,,274,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,20461.0
Fairfax Behaviroal Heath Everett,Snohomish,,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",10561.0
Fairfax Behaviroal Heath Everett,Snohomish,,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",6273.0
Fairfax Behaviroal Heath Everett,Snohomish,,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",4778.0
Fairfax Behaviroal Heath Everett,Snohomish,,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",11654.0
Fairfax Behaviroal Heath Everett,Snohomish,,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",14229.0
Fairfax Behaviroal Heath Everett,Snohomish,,287,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",7461.0
Fairfax Behaviroal Heath Everett,Snohomish,,288,ACUTE & SUBACUTE ENDOCARDITIS W MCC,17207.0
Fairfax Behaviroal Heath Everett,Snohomish,,289,ACUTE & SUBACUTE ENDOCARDITIS W CC,10774.0
Fairfax Behaviroal Heath Everett,Snohomish,,290,ACUTE & SUBACUTE ENDOCARDITIS W/O CC/MCC,6479.0
Fairfax Behaviroal Heath Everett,Snohomish,,291,HEART FAILURE & SHOCK W MCC,8714.0
Fairfax Behaviroal Heath Everett,Snohomish,,292,HEART FAILURE & SHOCK W CC,5863.0
Fairfax Behaviroal Heath Everett,Snohomish,,293,HEART FAILURE & SHOCK W/O CC/MCC,4243.0
Fairfax Behaviroal Heath Everett,Snohomish,,294,DEEP VEIN THROMBOPHLEBITIS W CC/MCC,8236.0
Fairfax Behaviroal Heath Everett,Snohomish,,295,DEEP VEIN THROMBOPHLEBITIS W/O CC/MCC,3736.0
Fairfax Behaviroal Heath Everett,Snohomish,,296,"CARDIAC ARREST, UNEXPLAINED W MCC",10169.0
Fairfax Behaviroal Heath Everett,Snohomish,,299,PERIPHERAL VASCULAR DISORDERS W MCC,9387.0
Fairfax Behaviroal Heath Everett,Snohomish,,300,PERIPHERAL VASCULAR DISORDERS W CC,6654.0
Fairfax Behaviroal Heath Everett,Snohomish,,301,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,4700.0
Fairfax Behaviroal Heath Everett,Snohomish,,302,ATHEROSCLEROSIS W MCC,7138.0
Fairfax Behaviroal Heath Everett,Snohomish,,303,ATHEROSCLEROSIS W/O MCC,4375.0
Fairfax Behaviroal Heath Everett,Snohomish,,304,HYPERTENSION W MCC,7068.0
Fairfax Behaviroal Heath Everett,Snohomish,,305,HYPERTENSION W/O MCC,4737.0
Fairfax Behaviroal Heath Everett,Snohomish,,306,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,9159.0
Fairfax Behaviroal Heath Everett,Snohomish,,307,CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,5713.0
Fairfax Behaviroal Heath Everett,Snohomish,,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,7691.0
Fairfax Behaviroal Heath Everett,Snohomish,,309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,4897.0
Fairfax Behaviroal Heath Everett,Snohomish,,310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,3622.0
Fairfax Behaviroal Heath Everett,Snohomish,,311,ANGINA PECTORIS,4436.0
Fairfax Behaviroal Heath Everett,Snohomish,,312,SYNCOPE & COLLAPSE,5288.0
Fairfax Behaviroal Heath Everett,Snohomish,,313,CHEST PAIN,4632.0
Fairfax Behaviroal Heath Everett,Snohomish,,314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,13142.0
Fairfax Behaviroal Heath Everett,Snohomish,,315,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,6284.0
Fairfax Behaviroal Heath Everett,Snohomish,,316,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,4806.0
Fairfax Behaviroal Heath Everett,Snohomish,,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES W MCC,26553.0
Fairfax Behaviroal Heath Everett,Snohomish,,320,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES W/O MCC,15202.0
Fairfax Behaviroal Heath Everett,Snohomish,,326,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",34128.0
Fairfax Behaviroal Heath Everett,Snohomish,,327,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",16660.0
Fairfax Behaviroal Heath Everett,Snohomish,,328,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",10199.0
Fairfax Behaviroal Heath Everett,Snohomish,,329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,31776.0
Fairfax Behaviroal Heath Everett,Snohomish,,330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,16362.0
Fairfax Behaviroal Heath Everett,Snohomish,,331,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,10938.0
Fairfax Behaviroal Heath Everett,Snohomish,,333,RECTAL RESECTION W CC,14655.0
Fairfax Behaviroal Heath Everett,Snohomish,,334,RECTAL RESECTION W/O CC/MCC,9974.0
Fairfax Behaviroal Heath Everett,Snohomish,,335,PERITONEAL ADHESIOLYSIS W MCC,26193.0
Fairfax Behaviroal Heath Everett,Snohomish,,336,PERITONEAL ADHESIOLYSIS W CC,14674.0
Fairfax Behaviroal Heath Everett,Snohomish,,337,PERITONEAL ADHESIOLYSIS W/O CC/MCC,10618.0
Fairfax Behaviroal Heath Everett,Snohomish,,338,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,18844.0
Fairfax Behaviroal Heath Everett,Snohomish,,339,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,11112.0
Fairfax Behaviroal Heath Everett,Snohomish,,340,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,8013.0
Fairfax Behaviroal Heath Everett,Snohomish,,341,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,16564.0
Fairfax Behaviroal Heath Everett,Snohomish,,342,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,10427.0
Fairfax Behaviroal Heath Everett,Snohomish,,343,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,7457.0
Fairfax Behaviroal Heath Everett,Snohomish,,344,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,19394.0
Fairfax Behaviroal Heath Everett,Snohomish,,345,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,10576.0
Fairfax Behaviroal Heath Everett,Snohomish,,346,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,8306.0
Fairfax Behaviroal Heath Everett,Snohomish,,347,ANAL & STOMAL PROCEDURES W MCC,17071.0
Fairfax Behaviroal Heath Everett,Snohomish,,348,ANAL & STOMAL PROCEDURES W CC,9126.0
Fairfax Behaviroal Heath Everett,Snohomish,,349,ANAL & STOMAL PROCEDURES W/O CC/MCC,6352.0
Fairfax Behaviroal Heath Everett,Snohomish,,350,INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,15795.0
Fairfax Behaviroal Heath Everett,Snohomish,,351,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,9443.0
Fairfax Behaviroal Heath Everett,Snohomish,,352,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,6973.0
Fairfax Behaviroal Heath Everett,Snohomish,,353,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,19212.0
Fairfax Behaviroal Heath Everett,Snohomish,,354,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,11151.0
Fairfax Behaviroal Heath Everett,Snohomish,,355,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,8887.0
Fairfax Behaviroal Heath Everett,Snohomish,,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,26401.0
Fairfax Behaviroal Heath Everett,Snohomish,,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,14572.0
Fairfax Behaviroal Heath Everett,Snohomish,,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,8882.0
Fairfax Behaviroal Heath Everett,Snohomish,,368,MAJOR ESOPHAGEAL DISORDERS W MCC,12326.0
Fairfax Behaviroal Heath Everett,Snohomish,,369,MAJOR ESOPHAGEAL DISORDERS W CC,6884.0
Fairfax Behaviroal Heath Everett,Snohomish,,370,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,4839.0
Fairfax Behaviroal Heath Everett,Snohomish,,371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,11173.0
Fairfax Behaviroal Heath Everett,Snohomish,,372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,6621.0
Fairfax Behaviroal Heath Everett,Snohomish,,373,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,4803.0
Fairfax Behaviroal Heath Everett,Snohomish,,374,DIGESTIVE MALIGNANCY W MCC,12934.0
Fairfax Behaviroal Heath Everett,Snohomish,,375,DIGESTIVE MALIGNANCY W CC,7818.0
Fairfax Behaviroal Heath Everett,Snohomish,,376,DIGESTIVE MALIGNANCY W/O CC/MCC,6484.0
Fairfax Behaviroal Heath Everett,Snohomish,,377,G.I. HEMORRHAGE W MCC,11461.0
Fairfax Behaviroal Heath Everett,Snohomish,,378,G.I. HEMORRHAGE W CC,6398.0
Fairfax Behaviroal Heath Everett,Snohomish,,379,G.I. HEMORRHAGE W/O CC/MCC,4181.0
Fairfax Behaviroal Heath Everett,Snohomish,,380,COMPLICATED PEPTIC ULCER W MCC,12223.0
Fairfax Behaviroal Heath Everett,Snohomish,,381,COMPLICATED PEPTIC ULCER W CC,6972.0
Fairfax Behaviroal Heath Everett,Snohomish,,382,COMPLICATED PEPTIC ULCER W/O CC/MCC,5125.0
Fairfax Behaviroal Heath Everett,Snohomish,,383,UNCOMPLICATED PEPTIC ULCER W MCC,8588.0
Fairfax Behaviroal Heath Everett,Snohomish,,384,UNCOMPLICATED PEPTIC ULCER W/O MCC,5635.0
Fairfax Behaviroal Heath Everett,Snohomish,,385,INFLAMMATORY BOWEL DISEASE W MCC,10427.0
Fairfax Behaviroal Heath Everett,Snohomish,,386,INFLAMMATORY BOWEL DISEASE W CC,6379.0
Fairfax Behaviroal Heath Everett,Snohomish,,387,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,4537.0
Fairfax Behaviroal Heath Everett,Snohomish,,388,G.I. OBSTRUCTION W MCC,9875.0
Fairfax Behaviroal Heath Everett,Snohomish,,389,G.I. OBSTRUCTION W CC,5437.0
Fairfax Behaviroal Heath Everett,Snohomish,,390,G.I. OBSTRUCTION W/O CC/MCC,3753.0
Fairfax Behaviroal Heath Everett,Snohomish,,391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",7997.0
Fairfax Behaviroal Heath Everett,Snohomish,,392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",4931.0
Fairfax Behaviroal Heath Everett,Snohomish,,393,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,10519.0
Fairfax Behaviroal Heath Everett,Snohomish,,394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,6074.0
Fairfax Behaviroal Heath Everett,Snohomish,,395,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,4237.0
Fairfax Behaviroal Heath Everett,Snohomish,,405,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",35143.0
Fairfax Behaviroal Heath Everett,Snohomish,,406,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",18072.0
Fairfax Behaviroal Heath Everett,Snohomish,,407,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",13509.0
Fairfax Behaviroal Heath Everett,Snohomish,,408,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,23075.0
Fairfax Behaviroal Heath Everett,Snohomish,,409,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,15501.0
Fairfax Behaviroal Heath Everett,Snohomish,,413,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,10473.0
Fairfax Behaviroal Heath Everett,Snohomish,,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,22122.0
Fairfax Behaviroal Heath Everett,Snohomish,,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,13285.0
Fairfax Behaviroal Heath Everett,Snohomish,,416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,8744.0
Fairfax Behaviroal Heath Everett,Snohomish,,417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,15610.0
Fairfax Behaviroal Heath Everett,Snohomish,,418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,10807.0
Fairfax Behaviroal Heath Everett,Snohomish,,419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8462.0
Fairfax Behaviroal Heath Everett,Snohomish,,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,22241.0
Fairfax Behaviroal Heath Everett,Snohomish,,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,27444.0
Fairfax Behaviroal Heath Everett,Snohomish,,424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,14578.0
Fairfax Behaviroal Heath Everett,Snohomish,,432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,11807.0
Fairfax Behaviroal Heath Everett,Snohomish,,433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,6683.0
Fairfax Behaviroal Heath Everett,Snohomish,,434,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,4144.0
Fairfax Behaviroal Heath Everett,Snohomish,,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,10989.0
Fairfax Behaviroal Heath Everett,Snohomish,,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,7289.0
Fairfax Behaviroal Heath Everett,Snohomish,,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,10608.0
