drg_code,hospital_size,county,name,price
74150,Large,Clark,Ct Scan Abdomen Without Contrast,1873.0
74160,Large,Clark,Ct Scan Abdomen With Contrast,2921.0
74170,Large,Clark,Ct Scan Abdomen Before And After Contrast,2921.0
74174,Large,Clark,Ct Scan Of Abdomen And Pelvis Blood Vessels,5586.0
74175,Large,Clark,Ct Scan Of Abdominal Blood Vessels With Contrast,3359.0
74176,Large,Clark,Ct Scan Of Abdomen And Pelvis Without Contrast,3338.0
74177,Large,Clark,Ct Scan Of Abdomen And Pelvis With Contrast,5307.0
74178,Large,Clark,Ct Scan Abdomen And Pelvis Before And After Contrast,6424.0
74261,Large,Clark,Ct Scan Diagnostic Ct Scan Of Large Bowel,1629.0
75572,Large,Clark,Ct Scan Of Heart Structure With Contrast,2921.0
75574,Large,Clark,Ct Scan Of Heart Blood Vessels And Grafts With Contrast Dye,2921.0
75635,Large,Clark,Ct Scan Of Abdominal Aorta And Both Leg Arteries With Contrast,3359.0
76536,Large,Clark,Ultrasound Of Head And Neck,670.0
76641,Large,Clark,"Ultrasound Of Breast, Complete",670.0
76700,Large,Clark,"Ultrasound Abdomen, Complete",637.0
76705,Large,Clark,"Ultrasound Abdomen, Limited Area",670.0
76706,Large,Clark,Ultrasound Evaluation Of Abdominal Aorta To Detect Bulging (Aneurysm) ,501.0
76770,Large,Clark,Ultrasound Behind Abdominal Cavity,764.0
76801,Large,Clark,Ultrasound Of Pregnant Uterus,670.0
76805,Large,Clark,"Ultrasound Pregnant Uterus, Greater Or Equal To 14 Weeks Gestation 1 Fetus",637.0
76818,Large,Clark,Ultrasound And Monitoring Of Heart Of Fetus,829.0
76819,Large,Clark,"Ultrasound Of Fetus, Biophysical Profile",670.0
76830,Large,Clark,"Ultrasound Pelvis, Vaginal Approach",637.0
76881,Large,Clark,"Ultrasound Of Leg Or Arm, Complete",670.0
76981,Large,Clark,Elastography Ultrasound Of Organ Tissue,394.0
93880,Large,Clark,Ultrasound Scanning Of Blood Flow (Outside The Brain) On Both Sides Of Head And Neck,1453.0
93970,Large,Clark,Ultrasound Scan Of Veins Of Both Arms Or Legs Including Assessment Of Compression And Functional Maneuvers,1751.0
93971,Large,Clark,Ultrasound Scan Of Veins Of One Arm Or Leg Or Limited Including Assessment Of Compression And Functional Maneuvers,1027.0
93975,Large,Clark,"Ultrasound Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous Outflow",1602.0
93976,Large,Clark,"Ultrasound Limited Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous",919.0
92960,Large,Clark,Electric Cardioversion External,1790.0
93005,Large,Clark,"Routine Electrocardiogram (Ekg) With Tracing, Using At Least 12 Leads",347.0
93017,Large,Clark,Cardiovascular Stress Test Monitoring With Intrepretation And Report,1084.0
93306,Large,Clark,"Ultrasound Examination Of Heart Including Color-Depicted Blood Flow Rate, Direction, And Valve Function",2263.0
93308,Large,Clark,Follow-Up Or Limited Ultrasound Examination Of Heart,1116.0
93312,Large,Clark,Insertion Of Probe In Esophagus For Heart Ultrasound Examination Including Interpretation,2765.0
95816,Large,Clark,Measurement Of Brain Wave (Eeg) Activity Greater Than 1 Hour,1098.0
33208,Large,Clark,Insertion Of Permanent Pacemaker,35526.0
33228,Large,Clark,Removal/Replacement Of Lead Pacemaker,35526.0
33249,Large,Clark,Insertion Or Replacement Pacing Device,116806.0
33263,Large,Clark,"Removal And Replacement Of Defibrillator Pulse Generator, Dual Lead",84014.0
33264,Large,Clark,"Removal And Replacement Of Defibrillator Pulse Generator, Multi Lead",120419.0
93620,Large,Clark,"Insertion Of Catheters For Recording, Pacing, And Attempted Induction Of Abnormal Rhythm In Right Upper And Lower Heart",17998.0
93650,Large,Clark,Insertion Of Catheters For Creation Of Complete Heart Block,17998.0
93653,Large,Clark,Evaluation And Insertion Of Catheters For Creation Of Complete Heart Block,59615.0
93654,Large,Clark,"Evaluation And Insertion Of Catheters For Recording, Pacing, And Attempted Induction Of Heart Rhythm",59615.0
93656,Large,Clark,"Evaluation And Insertion Of Catheters For Recording, Pacing, And Treatment Of Abnormal Heart Rhythm",59615.0
90471,Large,Clark,"Administration Of Vaccine , Initial",152.0
96360,Large,Clark,Hydration Infusion Into A Vein 31 Minutes To 1 Hour,620.0
96361,Large,Clark,Hydration Infusion Into A Vein,200.0
96365,Large,Clark,"Infusion Into A Vein For Therapy, Prevention, Or Diagnosis Up To 1 Hour",651.0
96372,Large,Clark,"Injection Beneath The Skin Or Into Muscle For Therapy, Diagnosis, Or Prevention",159.0
96374,Large,Clark,"Injection Of Drug Or Substance Into A Vein For Therapy, Diagnosis, Or Prevention",477.0
96377,Large,Clark,Application Of On-Body Injector For Injection Under Skin,148.0
C8957,Large,Clark,"Intravenous Infusion (More Than 8 Hours), Requiring Use Of Portable Or Implantable Pump ",3581.0
70543,Large,Clark,"Mri Scan Bones Of The Eye, Face, And/Or Neck Before And After Contrast",4466.0
70549,Large,Clark,Mri Scan Of Neck Blood Vessels Before And After Contrast,5561.0
70551,Large,Clark,Mri Scan Brain Withoug Contrast,2890.0
70553,Large,Clark,Mri Scan Brain Without And Then With Contrasst,5283.0
72141,Large,Clark,Mri Scan Cervical Spine Without Contrast,2890.0
72146,Large,Clark,Mri Scan Thoracic Spine Without Contrast,2890.0
72148,Large,Clark,Mri Scan Lumbar Spine Without Contrast,2746.0
72156,Large,Clark,Mri Scan Of Cervical Spine Before And After Contrast,5561.0
72157,Large,Clark,Mri Scan Of Thoracic Spine Before And After Contrast,5561.0
72158,Large,Clark,Mri Scan Of Lumbar Spine Before And After Contrast,5561.0
72195,Large,Clark,Mri Scan Of Pelvis Without Contrast,2890.0
72197,Large,Clark,Mri Scan Of Pelvis Before And After Contrast,5561.0
73221,Large,Clark,Mri Scan Arm Joint Without Contrast,2890.0
73718,Large,Clark,Mri Scan Of Leg Without Contrast,2890.0
73721,Large,Clark,Mri Scan Of Leg Joint Without Contrast,2746.0
74181,Large,Clark,Mri Scan Of Abdomen Without Contrast,2890.0
74183,Large,Clark,Mri Scan Of Abdomen Before And After Contrast,5561.0
75561,Large,Clark,Mri Of Heart Before And After Contrast,4836.0
C8908,Large,Clark,Mri Both Breasts Before And After Contrast,3473.0
77065,Large,Clark,Diagnostic Mammography Of One Breasts With Computer Aided Detection,616.0
77066,Large,Clark,Diagnostic Mammography Of Both Breasts With Computer Aided Detection,788.0
77067,Large,Clark,Screening Mammography Of Both Breasts With Computer Aided Detection,651.0
59025,Large,Clark,Fetal Non-Stress Test,594.0
93922,Large,Clark,Ultrasound Study Of Arteries Of Both Arms And Legs,638.0
78226,Large,Clark,"Nuclear Imaging Of Liver And Bile Duct System, Without Pharmaceutical",1595.0
78264,Large,Clark,Nuclear Imaging Stomach Emptying Study,1765.0
78306,Large,Clark,Nuclear Imaging Bone And/Or Joint Imaging; Whole Body,1896.0
78452,Large,Clark,Nuclear Imaging Study Of Heart Vessles With Drugs Or Exercise,5165.0
36430,Large,Clark,Lab Blood Transfusion,2262.0
36591,Large,Clark,Lab Blood Draw Cvc / Vad,778.0
36592,Large,Clark,Lab Blood Collection From Established Picc,778.0
80048,Large,Clark,"Lab Blood Test, Total Calcium",109.0
80053,Large,Clark,"Lab Blood Test, Comprehensive Metabolic Panel",142.0
80061,Large,Clark,Lab Blood Test Lipid,260.0
80069,Large,Clark,Lab Blood Test Kidney Function,105.0
80076,Large,Clark,Lab Blood Test Liver Function,84.0
81001,Large,Clark,Lab Automated Urinalysis Test With Examination Using Microscope,54.0
81002,Large,Clark,"Lab Urinalysis, Manual Test",28.0
81003,Large,Clark,Lab Automated Urinalysis Test Without Microspcope,51.0
81025,Large,Clark,Lab Urine Pregnancy Test,88.0
81241,Large,Clark,Lab Gene Analysis (Coagulation Factor V) Leiden Variant,346.0
82105,Large,Clark,"Lab Alpha-Fetoprotein (Afp) Level, Serum",292.0
82378,Large,Clark,Lab Carcinoembryonic Antigen (Cea) Protein Level,235.0
82565,Large,Clark,Lab Blood Creatinine Level,55.0
82607,Large,Clark,Lab Cyanocobalamin (Vitamin B-12) Level,303.0
82728,Large,Clark,Lab Ferritin (Blood Protein) Level,204.0
82803,Large,Clark,Lab Blood Gases Measurement,183.0
83880,Large,Clark,Lab Natriuretic Peptide (Heart And Blood Vessel Protein) Level,448.0
84153,Large,Clark,"Lab Prostate Specific Antigen Measurement, Total",248.0
84154,Large,Clark,"Lab Prostate Specific Antigen Measurement, Free",140.0
84165,Large,Clark,"Lab Protein Measurement, Serum",188.0
84443,Large,Clark,"Lab Blood Test, Thyroid Stimulating Hormone (Tsh)",240.0
84702,Large,Clark,"Lab Gonadotropin, Chorionic (Reproductive Hormone) Level",261.0
85018,Large,Clark,Lab Hemoglobin Measurement,39.0
85025,Large,Clark,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test With Wbc Diff",99.0
85027,Large,Clark,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test",80.0
85379,Large,Clark,Lab D-Dimer Quant,177.0
85576,Large,Clark,"Lab Platelet,Aggregation,Each Agent",345.0
85610,Large,Clark,Lab Prothrombin Time,85.0
85730,Large,Clark,"Lab Thromboplastin Time, Partial (Ptt), Plasma Or Whole Bld",100.0
86146,Large,Clark,Lab Beta 2 Glycoprotein 1 Antibody (Autoantibody) Measurement,351.0
86304,Large,Clark,Lab Immunologic Analysis For Detection Of Tumor Antigen Ca 125,327.0
86870,Large,Clark,Lab Identification Of Red Blood Cell Antibodies,699.0
86900,Large,Clark,Lab Blood Group Typing (Abo),280.0
87502,Large,Clark,Lab Detection Test For Multiple Types Influenza Virus,1203.0
88184,Large,Clark,"Lab Flow Cytometry Technique For Dna Or Cell Analysis, Tc 1 Marker",699.0
88307,Large,Clark,"Lab Pathology Examination Of Tissue Using A Microscope, Moderately High Complexity",699.0
88309,Large,Clark,"Lab Pathology Examination Of Tissue Using A Microscope, High Complexity",1424.0
99195,Large,Clark,Lab Therapeutic Drawing of blood for a medical problem,381.0
78815,Large,Clark,"Nuclear Imaging Pet Study With Ct Imaging, Skull Base To Mid-Thigh",6014.0
78816,Large,Clark,"Nuclear Imaging Pet Study With Ct Imaging, Whole Body",7024.0
92507,Large,Clark,"Treatment Of Speech, Language, Voice, Communication, And/Or Hearing Processing",319.0
92522,Large,Clark,Evaluation Of Speech Sound Production,416.0
92523,Large,Clark,Evaluation Of Speech Sound Production With Evaluation Of Language Comprehension,509.0
92524,Large,Clark,Behavioral And Qualitative Analysis Of Voice And Resonance,484.0
92526,Large,Clark,Treatment Of Swallowing And/Or Oral Feeding Function,489.0
92610,Large,Clark,Evaluation Of Swallowing Function,684.0
92611,Large,Clark,Fluoroscopic And Video Recorded Motion Evaluation Of Swallowing Function,963.0
97110,Large,Clark,"Therapeutic Exercise To Develop Strength, Endurance, Range Of Motion, And Flexibility,",143.0
97112,Large,Clark,"Therapeutic Procedure To Re-Educate Brain-To-Nerve-To-Muscle Function, Each 15 Minutes",158.0
97113,Large,Clark,"Water Pool Therapy With Therapeutic Exercises To 1 Or More Areas, Each 15 Minutes",170.0
97140,Large,Clark,"Manual (Physical) Therapy Techniques To 1 Or More Regions, Each 15 Minutes",140.0
97161,Large,Clark,Physical Therapy Evaluation Typically 20 Minutes,367.0
97162,Large,Clark,Physical Therapy Evaluation Typically 30 Minutes,377.0
97163,Large,Clark,Physical Therapy Evaluation Typically 45 Minutes,437.0
97166,Large,Clark,"Evaluation Of Occupational Therapy, Typically 30 Minutes",409.0
97167,Large,Clark,"Evaluation Of Occupational Therapy, Typically 60 Minutes",438.0
97530,Large,Clark,"Therapeutic Activities To Improve Function, With One-On-One Contact Between Patient And Provider, Each 15 Minutes",162.0
97597,Large,Clark,"Removal Of Tissue From Wound, Up To 20 Square Centimeters",650.0
97605,Large,Clark,"Wound Therapy Negative Pressure Therapy, 50 Square Centimeters Or Less",728.0
97750,Large,Clark,"Assistive Technology Assessment To Enhance Functional Performance, Each 15 Minutes",315.0
97760,Large,Clark,"Evaluation Of Orthotic Or Prosthetic Use, Each 15 Minutes",237.0
33270,Large,Clark,Insertion Or Replacement Of Defibrillator With Electrode,116806.0
33285,Large,Clark,Insertion Of Heart Rhythm Monitor Under Skin,28505.0
36558,Large,Clark,Insertion Tunneled Central Venous Catheter Without Port Or Pump,12030.0
36561,Large,Clark,Insertion Tunneled Central Venous Catheter With Port Or Pump,12030.0
36590,Large,Clark,Removal Tunneled Central Venous Catheter With Port Or Pump,4229.0
37221,Large,Clark,"Insertion Of Stents In Artery In One Side Of Groin, Endovascular, Accessed Through The Skin Or Open Procedure ",46432.0
92950,Large,Clark,Attempt To Restart Heart And Lungs (Cpr),983.0
93580,Large,Clark,"Transcatheter Based Closure Of Congenital Heart Defect With Implant, Accessed Through The Skin",59829.0
C9600,Large,Clark,"Percutaneous Transcatheter Placement Of Drug Eluting Intracoronary Stent(S), With Coronary Angioplasty When Performed; Single Major Coronary Artery Or Branch",84410.0
G0297,Large,Clark,Cat Scan For Lung Cancer Screening,164.0
49083,Large,Clark,"Drainage Of Fluid From Abdominal Cavity, With Imaging Guidance",5715.0
19081,Large,Clark,"Biopsy Breast, With Stereo Guidance, First Sample",5041.0
19083,Large,Clark,"Biopsy Breast, With Ultrasound Guidance, First Sample",5041.0
38220,Large,Clark,Bone Marrow Aspiration,5041.0
38221,Large,Clark,Needle Or Trocar Bone Marrow Biopsy,7570.0
38792,Large,Clark,Injection Of Radioactive Dye For X-Ray Identification Of Lymph Node,1780.0
15271,Large,Clark,"Application Of Skin Substitute (Wound Surface Up To 100 Sq Cm) To Trunk, Arms, Or Legs (First 25 Sq Cm Or Less) ",7553.0
15275,Large,Clark,"Application Of Skin Substitute (Wound Surface Up To 100 Sq Cm) To Face, Scalp, Eyelids, Mouth, Neck, Ears, Eye Region, Genitals, Hands, Feet, And/Or Multiple Fingers Or Toes (First 25 Sq Cm Or Less) ",6130.0
19285,Large,Clark,"Placement Of Breast Localization Device, Ultrasound Guidance, Initial",2573.0
29130,Large,Clark,Finger Splint,374.0
62270,Large,Clark,Spinal Tap For Diagnosis,4494.0
62322,Large,Clark,Injection Of Substance Into Spinal Canal Of Lower Back Or Sacrum,2334.0
62323,Large,Clark,Injection Of Substance Into Spinal Canal Of Lower Back Or Sacrum Using Imaging Guidance,3881.0
62368,Large,Clark,Electronic Analysis And Reprogramming Of Spinal Canal Drug Infusion Pump,1173.0
64483,Large,Clark,"Injection(S), Anesthetic Agent And/Or Steroid, Transforaminal Epidural, With Imaging Guidance (Fluoroscopy Or Ct); Lumbar Or Sacral, Single Level",2909.0
64490,Large,Clark,"Injections Of Upper Or Middle Spine Facet Joint Using Imaging Guidance, Single Level",4401.0
64493,Large,Clark,"Injections Of Lower Or Sacral Spine Facet Joint Using Imaging Guidance, Single Level",4401.0
32405,Large,Clark,Biopsy Lung Or Chest Tissue,5041.0
94618,Large,Clark,Test For Exercise-Induced Lung Stress ,438.0
94640,Large,Clark,Respiratory Inhaled Pressure Or Nonpressure Treatment To Relieve Airway Obstruction Or For Sputum Specimen,479.0
94644,Large,Clark,"Respiratory Inhaled Aerosol Treatment To Relieve Airway Obstruction, First Hour ",474.0
94660,Large,Clark,Initiation And Management Of Continued Pressured Respiratory Assistance By Mask Or Breathing Tube ,703.0
94667,Large,Clark,Demonstration And/Or Evaluation Of Manual Maneuvers To Chest Wall To Assist Movement Of Lung Secretions,266.0
94668,Large,Clark,Manual Maneuvers To Chest Wall To Assist Movement Of Lung Secretions ,266.0
77300,Large,Clark,Radiation Oncology Calculation Of Radiation Therapy,729.0
77334,Large,Clark,Radiation Oncology Radiation Treatment Devices,1473.0
77470,Large,Clark,Radiation Oncology Special Radiation Treatment Procedure,3307.0
70030,Large,Clark,X-Ray Eye,276.0
70360,Large,Clark,X-Ray Neck,376.0
71045,Large,Clark,"X-Ray Of Chest, 1 View",404.0
71046,Large,Clark,"X-Ray Of Chest, 2 Vies",404.0
71100,Large,Clark,"X-Ray Ribs 1 Side, 2 Views",376.0
71101,Large,Clark,"X-Ray Ribs 1 Side, 3 Or More Views",591.0
72020,Large,Clark,"X-Ray Cervical Spine, 1 View",376.0
72040,Large,Clark,"X-Ray Cervical Spine, 2 To 3 Views",411.0
72072,Large,Clark,"X-Ray Thoracic Spine, 3 Views",591.0
72082,Large,Clark,"X-Ray Entire Spine, 2 To 3 Views",410.0
72100,Large,Clark,"X-Ray Lumbosacral Spine, 2 To 3 Views",591.0
72110,Large,Clark,"X-Ray Lumbosacral Spine, 4 Or More Views",561.0
72170,Large,Clark,"X-Ray Pelvis, 1 To 2 Views",591.0
72220,Large,Clark,"X-Ray Pelvis, 2 Or More Views",345.0
72265,Large,Clark,"X-Ray Myelogram Lumbosacral Spine, Myelography",2502.0
73000,Large,Clark,X-Ray Collar Bone,376.0
73030,Large,Clark,"X-Ray Shoulder, 2 Or More Views",409.0
73060,Large,Clark,"X-Ray Upper Arm, 2 Views",327.0
73070,Large,Clark,"X-Ray Elbow, 2 Views",327.0
73090,Large,Clark,"X-Ray Forearm, 2 Views",376.0
73100,Large,Clark,"X-Ray Wrist, 2 Views",327.0
73110,Large,Clark,"X-Ray Wrist, 3 Or Mor Views",409.0
73130,Large,Clark,"X-Ray Hand, 3 Or More Views",327.0
73140,Large,Clark,"X-Ray Finger, 2 Or More Views",376.0
73502,Large,Clark,"X-Ray Hip And Pelvis, 2 To 3 Views",479.0
73523,Large,Clark,"X-Ray Hips And Pelvis, 5 Plus Views",966.0
73552,Large,Clark,"X-Ray Femur, 2 Or More Views",327.0
73560,Large,Clark,X-Ray Knee 1 Or 2 Views,327.0
73562,Large,Clark,X-Ray Knee 3 Views,335.0
73564,Large,Clark,X-Ray Knee 4 Or More Views,591.0
73565,Large,Clark,X-Ray Knee Bilateral Standing,337.0
73580,Large,Clark,X-Ray Knee With Contrast,1625.0
73590,Large,Clark,"X-Ray Lower Leg, 2 Views",376.0
73600,Large,Clark,"X-Ray Ankle, 2 Views",327.0
73610,Large,Clark,"X-Ray Ankle, 3 Or More Views",376.0
73630,Large,Clark,"X-Ray Foot, 3 Or More Views",335.0
73660,Large,Clark,"X-Ray Toes, 2 Or More Views",376.0
74018,Large,Clark,"X-Ray Of Abdomen, 1 View",466.0
74230,Large,Clark,X-Ray Throat And/Or Esophagus,600.0
75710,Large,Clark,"X-Ray Of Artery, 1 Side",13868.0
77077,Large,Clark,"X-Ray Imaging Of 2 Or More Joints, Single View",436.0
77080,Large,Clark,X-Ray Bone Density Measurement Using Dedicated X-Ray Machine,580.0
90832,Large,Clark,"Psychotherapy, 30 Minutes With Patient And/Or Family Member ",209.0
90834,Large,Clark,"Psychotherapy, 45 Minutes With Patient And/Or Family Member ",274.0
90837,Large,Clark,"Psychotherapy, 60 Minutes With Patient And/Or Family Member  ",404.0
90846,Large,Clark,Family Psychotherapy With Out Patient,261.0
90847,Large,Clark,Family Psychotherapy Including Patient,271.0
99203,Large,Clark,"New Patient Office Or Other Outpatient Visit, Typically 30 Minutes",304.0
99204,Large,Clark,"New Patient Office Or Other Outpatient Visit, Typically 45 Minutes",455.0
99205,Large,Clark,"New Patient Office Or Other Outpatient Visit, Typically 60 Minutes",601.0
99243,Large,Clark,"Patient Office Consultation, Typically 40 Minutes",323.0
99244,Large,Clark,"Patient Office Consultation, Typically 60 Minutes",482.0
99385,Large,Clark,Initial New Patient Preventive Medicine Evaluation Age 18-39 Years,358.0
99386,Large,Clark,Initial New Patient Preventive Medicine Evaluation Age 40-64 Years,413.0
743,Large,Cowlitz,Uterine & Adnexa Proc For Non-Malignancy W/O Cc/Mcc,35733.82
470,Large,Cowlitz,Major Hip And Knee Joint Replacement Or Reattachment Of Lower Extremity W/O Mcc,75156.68
93451,Large,Cowlitz,Insertion Of Catheter For Diagnostic Evaluation Of Right Heart Structures,9594.0
93452,Large,Cowlitz,Insertion Of Catheter Into Left Heart For Diagnosis,13492.0
93454,Large,Cowlitz,"Insertion Of Catheter For Imaging Of Heart Blood Vessels Or Grafts, Coronary Only",15831.0
93458,Large,Cowlitz,Left Heart Cath With Coronary ,15831.0
93459,Large,Cowlitz,Left Heart Cath With Coronary & Grafts,16606.0
93460,Large,Cowlitz,Right And Left Heart Cath With Coronary,19053.0
93797,Large,Cowlitz,Cardiac Rehab Phase 2 With Out Continuous Ecg,312.0
93798,Large,Cowlitz,Cardiac Rehab Phase 2 With Continuous Ecg,384.0
96401,Large,Cowlitz,Non-Hormonal Anti-Neoplastic Chemotherapy Beneath The Skin Or Into Muscle,386.0
96402,Large,Cowlitz,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath The Skin Or Into Muscle,264.0
96409,Large,Cowlitz,Infusion Of Chemotherapy Into A Vein Using Push Technique,561.0
96413,Large,Cowlitz,Infusion Of Chemotherapy Into A Vein Up To 1 Hour,1371.0
96415,Large,Cowlitz,Infusion Of Chemotherapy Into A Vein,370.0
96416,Large,Cowlitz,Prolonged Chemotherapy Infusion Into A Vein By Portable Or Implanted Pump More Than 8,1341.0
96521,Large,Cowlitz,Refilling And Maintenance Of Portable Pump,1050.0
96523,Large,Cowlitz,Irrigation Of Implanted Venous Access Drug Delivery Device,330.0
96549,Large,Cowlitz,Chemotherapy Procedure,148.0
70450,Large,Cowlitz,Ct Scan Head Or Brain Without Contrast,1548.0
70470,Large,Cowlitz,Ct Scan Head Or Brain Before And After Contrast,3834.0
70480,Large,Cowlitz,Ct Scan Of Cranial Cavity Without Contrast,1859.0
70486,Large,Cowlitz,Ct Scan Of Face Without Contrast,1859.0
70490,Large,Cowlitz,Ct Scan Of Neck Without Contrast,1859.0
70491,Large,Cowlitz,Ct Scan Of Neck With Contrast,3334.0
70496,Large,Cowlitz,Ct Scan Of Blood Vessels Of Head,2834.0
71250,Large,Cowlitz,Ct Scan Chest Without Contrast,1859.0
71260,Large,Cowlitz,Ct Scan Chest With Contrast,3334.0
71275,Large,Cowlitz,Ct Scan Of Blood Vessels In Chest,3334.0
72125,Large,Cowlitz,Ct Scan Of Cervical Spine Without Contrast,1859.0
72128,Large,Cowlitz,Ct Scan Thoracic Spine Without Contrast,2015.0
72131,Large,Cowlitz,Ct Scan Of Lumbar Spine Without Contrast,1859.0
72132,Large,Cowlitz,Ct Scan Of Lumbar Spine With Contrast,6376.0
72192,Large,Cowlitz,Ct Scan Of Pelvis Without Contrast,1859.0
72193,Large,Cowlitz,Ct Scan Pelvis With Contrast,2692.0
73200,Large,Cowlitz,Ct Scan Of Arm Without Contrast,1859.0
73700,Large,Cowlitz,Ct Scan Leg Without Contrast,1859.0
73701,Large,Cowlitz,Ct Scan Leg With Contrast Injection,3334.0
74150,Large,Cowlitz,Ct Scan Abdomen Without Contrast,2138.0
74160,Large,Cowlitz,Ct Scan Abdomen With Contrast,3334.0
74170,Large,Cowlitz,Ct Scan Abdomen Before And After Contrast,3334.0
74174,Large,Cowlitz,Ct Scan Of Abdomen And Pelvis Blood Vessels,6376.0
74176,Large,Cowlitz,Ct Scan Of Abdomen And Pelvis Without Contrast,3810.0
74177,Large,Cowlitz,Ct Scan Of Abdomen And Pelvis With Contrast,6057.0
74178,Large,Cowlitz,Ct Scan Abdomen And Pelvis Before And After Contrast,7333.0
74261,Large,Cowlitz,Ct Scan Diagnostic Ct Scan Of Large Bowel,712.0
75571,Large,Cowlitz,Ct Scan Of Heart With Evaluation Of Blood Vessel Calcium,218.0
75572,Large,Cowlitz,Ct Scan Of Heart Structure With Contrast,3509.0
75574,Large,Cowlitz,Ct Scan Of Heart Blood Vessels And Grafts With Contrast Dye,3509.0
75635,Large,Cowlitz,Ct Scan Of Abdominal Aorta And Both Leg Arteries With Contrast,3834.0
76536,Large,Cowlitz,Ultrasound Of Head And Neck,809.0
76641,Large,Cowlitz,"Ultrasound Of Breast, Complete",809.0
76642,Large,Cowlitz,"Ultrasound Of Breast, Limited Area",448.0
76700,Large,Cowlitz,"Ultrasound Abdomen, Complete",769.0
76705,Large,Cowlitz,"Ultrasound Abdomen, Limited Area",809.0
76770,Large,Cowlitz,Ultrasound Behind Abdominal Cavity,809.0
76801,Large,Cowlitz,Ultrasound Of Pregnant Uterus,809.0
76805,Large,Cowlitz,"Ultrasound Pregnant Uterus, Greater Or Equal To 14 Weeks Gestation 1 Fetus",832.0
76811,Large,Cowlitz,"Ultrasound Pregnant Uterus, Detailed, Single Or First Fetus",1745.0
76813,Large,Cowlitz,Ultrasound Of Pregnant Uterus (First Trimester) Single Or First Fetus,852.0
76816,Large,Cowlitz,"Ultrasound Pregnant Uterus, Re-Evaluation Per Fetus",809.0
76818,Large,Cowlitz,Ultrasound And Monitoring Of Heart Of Fetus,647.0
76830,Large,Cowlitz,"Ultrasound Pelvis, Vaginal Approach",769.0
76856,Large,Cowlitz,"Ultrasound Pelvis, Complete, Non Pregnant",809.0
76882,Large,Cowlitz,"Ultrasound Of Leg Or Arm, Limited Area",809.0
93880,Large,Cowlitz,Ultrasound Scanning Of Blood Flow (Outside The Brain) On Both Sides Of Head And Neck,1299.0
93925,Large,Cowlitz,Ultrasound Study Of Arteries And Arterial Grafts Of Both Legs,1299.0
93926,Large,Cowlitz,Ultrasound Study Of Arteries And Arterial Grafts Of One Leg Or Limited,879.0
93970,Large,Cowlitz,Ultrasound Scan Of Veins Of Both Arms Or Legs Including Assessment Of Compression And Functional Maneuvers,1400.0
93971,Large,Cowlitz,Ultrasound Scan Of Veins Of One Arm Or Leg Or Limited Including Assessment Of Compression And Functional Maneuvers,1276.0
93975,Large,Cowlitz,"Ultrasound Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous Outflow",1416.0
93976,Large,Cowlitz,"Ultrasound Limited Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous",793.0
93978,Large,Cowlitz,Ultrasound Scan Of Vena Cava Or Groin Graft Or Vessel Blood Flow,1254.0
90935,Large,Cowlitz,Hemodialysis Procedure With One Physician Evaluation,2676.0
G0260,Large,Cowlitz,"Injection Procedure For Sacroiliac Joint; Provision Of Anesthetic, Steroid And/Or Other Therapeutic Agent",1886.0
92960,Large,Cowlitz,Electric Cardioversion External,2966.0
93005,Large,Cowlitz,"Routine Electrocardiogram (Ekg) With Tracing, Using At Least 12 Leads",315.0
93017,Large,Cowlitz,Cardiovascular Stress Test Monitoring With Intrepretation And Report,1421.0
93225,Large,Cowlitz,Heart Rhythm Tracing Of 48-Hour Ekg,600.0
93226,Large,Cowlitz,"Heart Rhythm Analysis, Interpretation And Report Of 48-Hour Ekg",855.0
93270,Large,Cowlitz,Heart Rhythm Symptom-Related Tracing Of 24-Hour Ekg Monitoring Up To 30 Days,376.0
93280,Large,Cowlitz,"Evaluation, Testing, And Programming Adjustment Of Permanent Dual Lead Pacemaker System With Physician Analysis, Review, And Report",261.0
93282,Large,Cowlitz,"Programming Defibrillator, Single Chamber",209.0
93283,Large,Cowlitz,"Programming Defibrillator, Dual Chamber",209.0
93296,Large,Cowlitz,"Remote Evaluations Of Defibrillator Transmissions, Technician Review, Support And Distribution Of Results Up To 90 Days",209.0
93306,Large,Cowlitz,"Ultrasound Examination Of Heart Including Color-Depicted Blood Flow Rate, Direction, And Valve Function",2912.0
93308,Large,Cowlitz,Follow-Up Or Limited Ultrasound Examination Of Heart,1299.0
C8924,Large,Cowlitz,"Transthoracic Echocardiography With Contrast, Or Without Contrast Followed By With Contrast, Without Spectral Or Color Doppler Echocardiography, Follow-Up",2174.0
C8929,Large,Cowlitz,"Ultrasound Of Heart, With Contrast, Or Without Contrast Followed By With Contrast, Including Color-Depicted Blood Flow Rate, Direction, And Valve Function  With Contrast",3897.0
